#  L TT            EE            BB            TE            PP            PT            PE           
2376 1.0775326e+02 3.3984936e+00 3.7993575e-02 -6.5913111e+00 1.6405480e-09 1.6090657e-07 1.1159985e-08
2377 1.0759988e+02 3.3803979e+00 3.7959738e-02 -6.5463946e+00 1.6394281e-09 1.6133169e-07 1.0833305e-08
2378 1.0744458e+02 3.3625546e+00 3.7925867e-02 -6.5011749e+00 1.6383098e-09 1.6176614e-07 1.0507141e-08
2379 1.0728704e+02 3.3449669e+00 3.7892022e-02 -6.4556723e+00 1.6371924e-09 1.6220972e-07 1.0181516e-08
2380 1.0712759e+02 3.3276377e+00 3.7858140e-02 -6.4099038e+00 1.6360767e-09 1.6266237e-07 9.8564604e-09
2381 1.0696571e+02 3.3105663e+00 3.7824283e-02 -6.3638847e+00 1.6349618e-09 1.6312393e-07 9.5319987e-09
2382 1.0680176e+02 3.2937574e+00 3.7790388e-02 -6.3176321e+00 1.6338485e-09 1.6359435e-07 9.2081615e-09
2383 1.0663555e+02 3.2772119e+00 3.7756516e-02 -6.2711648e+00 1.6327362e-09 1.6407342e-07 8.8849711e-09
2384 1.0646726e+02 3.2609325e+00 3.7722605e-02 -6.2244979e+00 1.6316254e-09 1.6456109e-07 8.5624579e-09
2385 1.0629689e+02 3.2449185e+00 3.7688717e-02 -6.1776502e+00 1.6305156e-09 1.6505721e-07 8.2406467e-09
2386 1.0612427e+02 3.2291724e+00 3.7654787e-02 -6.1306384e+00 1.6294073e-09 1.6556171e-07 7.9195675e-09
2387 1.0594940e+02 3.2136967e+00 3.7620879e-02 -6.0834831e+00 1.6282999e-09 1.6607440e-07 7.5992434e-09
2388 1.0577263e+02 3.1984921e+00 3.7586928e-02 -6.0362009e+00 1.6271942e-09 1.6659521e-07 7.2797042e-09
2389 1.0559363e+02 3.1835609e+00 3.7552998e-02 -5.9888087e+00 1.6260892e-09 1.6712400e-07 6.9609752e-09
2390 1.0541238e+02 3.1689021e+00 3.7519024e-02 -5.9413233e+00 1.6249860e-09 1.6766070e-07 6.6430857e-09
2391 1.0522908e+02 3.1545178e+00 3.7485070e-02 -5.8937648e+00 1.6238835e-09 1.6820512e-07 6.3260595e-09
2392 1.0504389e+02 3.1404103e+00 3.7451071e-02 -5.8461497e+00 1.6227827e-09 1.6875720e-07 6.0099259e-09
2393 1.0485630e+02 3.1265782e+00 3.7417091e-02 -5.7984932e+00 1.6216827e-09 1.6931678e-07 5.6947106e-09
2394 1.0466685e+02 3.1130236e+00 3.7383066e-02 -5.7508118e+00 1.6205844e-09 1.6988381e-07 5.3804424e-09
2395 1.0447520e+02 3.0997467e+00 3.7349058e-02 -5.7031236e+00 1.6194873e-09 1.7045810e-07 5.0671463e-09
2396 1.0428168e+02 3.0867460e+00 3.7315004e-02 -5.6554450e+00 1.6183910e-09 1.7103954e-07 4.7548494e-09
2397 1.0408597e+02 3.0740252e+00 3.7280967e-02 -5.6077908e+00 1.6172963e-09 1.7162807e-07 4.4435804e-09
2398 1.0388825e+02 3.0615826e+00 3.7246883e-02 -5.5601789e+00 1.6162024e-09 1.7222349e-07 4.1333641e-09
2399 1.0368854e+02 3.0494181e+00 3.7212815e-02 -5.5126239e+00 1.6151102e-09 1.7282575e-07 3.8242290e-09
2400 1.0348683e+02 3.0375319e+00 3.7178700e-02 -5.4651435e+00 1.6140188e-09 1.7343469e-07 3.5162011e-09
2401 1.0328297e+02 3.0259238e+00 3.7144601e-02 -5.4177539e+00 1.6129290e-09 1.7405025e-07 3.2093080e-09
2402 1.0307748e+02 3.0145936e+00 3.7110454e-02 -5.3704692e+00 1.6118400e-09 1.7467222e-07 2.9035714e-09
2403 1.0286969e+02 3.0035412e+00 3.7076322e-02 -5.3233087e+00 1.6107526e-09 1.7530054e-07 2.5990149e-09
2404 1.0266029e+02 2.9927661e+00 3.7042141e-02 -5.2762848e+00 1.6096661e-09 1.7593504e-07 2.2956607e-09
2405 1.0244879e+02 2.9822699e+00 3.7007976e-02 -5.2294149e+00 1.6085811e-09 1.7657565e-07 1.9935319e-09
2406 1.0223553e+02 2.9720486e+00 3.6973761e-02 -5.1827129e+00 1.6074974e-09 1.7722219e-07 1.6926506e-09
2407 1.0202037e+02 2.9621036e+00 3.6939562e-02 -5.1361960e+00 1.6064145e-09 1.7787453e-07 1.3930392e-09
2408 1.0180331e+02 2.9524328e+00 3.6905313e-02 -5.0898762e+00 1.6053331e-09 1.7853260e-07 1.0947210e-09
2409 1.0158454e+02 2.9430354e+00 3.6871079e-02 -5.0437688e+00 1.6042526e-09 1.7919619e-07 7.9771786e-10
2410 1.0136390e+02 2.9339126e+00 3.6836795e-02 -4.9978906e+00 1.6031737e-09 1.7986524e-07 5.0205285e-10
2411 1.0114159e+02 2.9250604e+00 3.6802526e-02 -4.9522534e+00 1.6020955e-09 1.8053958e-07 2.0774838e-10
2412 1.0091744e+02 2.9164779e+00 3.6768207e-02 -4.9068722e+00 1.6010190e-09 1.8121915e-07 -8.5172879e-11
2413 1.0069165e+02 2.9081662e+00 3.6733903e-02 -4.8617616e+00 1.5999433e-09 1.8190374e-07 -3.7668837e-10
2414 1.0046422e+02 2.9001210e+00 3.6699549e-02 -4.8169349e+00 1.5988691e-09 1.8259327e-07 -6.6677553e-10
2415 1.0023501e+02 2.8923431e+00 3.6665211e-02 -4.7724065e+00 1.5977961e-09 1.8328763e-07 -9.5541188e-10
2416 1.0000436e+02 2.8848299e+00 3.6630822e-02 -4.7281892e+00 1.5967240e-09 1.8398662e-07 -1.2425745e-09
2417 9.9771974e+01 2.8775803e+00 3.6596448e-02 -4.6842974e+00 1.5956534e-09 1.8469019e-07 -1.5282411e-09
2418 9.9538194e+01 2.8705917e+00 3.6562025e-02 -4.6407452e+00 1.5945836e-09 1.8539815e-07 -1.8123887e-09
2419 9.9302699e+01 2.8638646e+00 3.6527617e-02 -4.5975433e+00 1.5935154e-09 1.8611045e-07 -2.0949955e-09
2420 9.9066017e+01 2.8573929e+00 3.6493160e-02 -4.5547058e+00 1.5924480e-09 1.8682688e-07 -2.3760380e-09
2421 9.8827662e+01 2.8511787e+00 3.6458718e-02 -4.5122430e+00 1.5913821e-09 1.8754737e-07 -2.6554941e-09
2422 9.8587988e+01 2.8452174e+00 3.6424228e-02 -4.4701703e+00 1.5903174e-09 1.8827180e-07 -2.9333416e-09
2423 9.8347019e+01 2.8395078e+00 3.6389753e-02 -4.4284961e+00 1.5892535e-09 1.8899997e-07 -3.2095567e-09
2424 9.8104601e+01 2.8340468e+00 3.6355230e-02 -4.3872340e+00 1.5881912e-09 1.8973182e-07 -3.4841179e-09
2425 9.7860931e+01 2.8288348e+00 3.6320723e-02 -4.3463953e+00 1.5871297e-09 1.9046719e-07 -3.7570018e-09
2426 9.7616024e+01 2.8238653e+00 3.6286168e-02 -4.3059899e+00 1.5860697e-09 1.9120600e-07 -4.0281871e-09
2427 9.7369737e+01 2.8191385e+00 3.6251631e-02 -4.2660291e+00 1.5850105e-09 1.9194805e-07 -4.2976495e-09
2428 9.7122420e+01 2.8146512e+00 3.6217045e-02 -4.2265240e+00 1.5839528e-09 1.9269328e-07 -4.5653677e-09
2429 9.6873931e+01 2.8104018e+00 3.6182478e-02 -4.1874855e+00 1.5828964e-09 1.9344155e-07 -4.8313193e-09
2430 9.6624292e+01 2.8063855e+00 3.6147863e-02 -4.1489211e+00 1.5818407e-09 1.9419268e-07 -5.0954799e-09
2431 9.6373528e+01 2.8026006e+00 3.6113267e-02 -4.1108448e+00 1.5807865e-09 1.9494660e-07 -5.3578287e-09
2432 9.6121822e+01 2.7990455e+00 3.6078624e-02 -4.0732637e+00 1.5797331e-09 1.9570314e-07 -5.6183419e-09
2433 9.5869028e+01 2.7957151e+00 3.6044001e-02 -4.0361882e+00 1.5786813e-09 1.9646225e-07 -5.8769988e-09
2434 9.5615507e+01 2.7926076e+00 3.6009332e-02 -3.9996268e+00 1.5776302e-09 1.9722370e-07 -6.1337741e-09
2435 9.5360781e+01 2.7897212e+00 3.5974684e-02 -3.9635881e+00 1.5765807e-09 1.9798743e-07 -6.3886474e-09
2436 9.5105376e+01 2.7870509e+00 3.5939990e-02 -3.9280816e+00 1.5755323e-09 1.9875333e-07 -6.6415961e-09
2437 9.4848975e+01 2.7845931e+00 3.5905318e-02 -3.8931156e+00 1.5744847e-09 1.9952119e-07 -6.8925953e-09
2438 9.4591939e+01 2.7823476e+00 3.5870602e-02 -3.8586964e+00 1.5734387e-09 2.0029096e-07 -7.1416247e-09
2439 9.4333958e+01 2.7803075e+00 3.5835908e-02 -3.8248332e+00 1.5723934e-09 2.0106246e-07 -7.3886601e-09
2440 9.4075388e+01 2.7784724e+00 3.5801170e-02 -3.7915337e+00 1.5713496e-09 2.0183563e-07 -7.6336816e-09
2441 9.3816080e+01 2.7768371e+00 3.5766457e-02 -3.7588051e+00 1.5703070e-09 2.0261028e-07 -7.8766639e-09
2442 9.3556236e+01 2.7753997e+00 3.5731701e-02 -3.7266533e+00 1.5692651e-09 2.0338629e-07 -8.1175843e-09
2443 9.3295544e+01 2.7741547e+00 3.5696969e-02 -3.6950852e+00 1.5682248e-09 2.0416359e-07 -8.3564232e-09
2444 9.3034518e+01 2.7731000e+00 3.5662196e-02 -3.6641077e+00 1.5671852e-09 2.0494196e-07 -8.5931540e-09
2445 9.2773017e+01 2.7722335e+00 3.5627450e-02 -3.6337277e+00 1.5661471e-09 2.0572135e-07 -8.8277571e-09
2446 9.2510904e+01 2.7715482e+00 3.5592663e-02 -3.6039483e+00 1.5651102e-09 2.0650163e-07 -9.0602101e-09
2447 9.2248530e+01 2.7710436e+00 3.5557902e-02 -3.5747793e+00 1.5640740e-09 2.0728261e-07 -9.2904870e-09
2448 9.1985759e+01 2.7707142e+00 3.5523104e-02 -3.5462219e+00 1.5630393e-09 2.0806422e-07 -9.5185685e-09
2449 9.1722448e+01 2.7705561e+00 3.5488333e-02 -3.5182840e+00 1.5620054e-09 2.0884629e-07 -9.7444299e-09
2450 9.1459117e+01 2.7705672e+00 3.5453524e-02 -3.4909682e+00 1.5609730e-09 2.0962877e-07 -9.9680519e-09
2451 9.1195288e+01 2.7707419e+00 3.5418746e-02 -3.4642802e+00 1.5599417e-09 2.1041146e-07 -1.0189411e-08
2452 9.0931490e+01 2.7710764e+00 3.5383930e-02 -3.4382223e+00 1.5589112e-09 2.1119426e-07 -1.0408499e-08
2453 9.0667247e+01 2.7715682e+00 3.5349146e-02 -3.4128015e+00 1.5578822e-09 2.1197712e-07 -1.0625311e-08
2454 9.0403082e+01 2.7722134e+00 3.5314326e-02 -3.3880214e+00 1.5568539e-09 2.1275985e-07 -1.0839837e-08
2455 9.0138680e+01 2.7730065e+00 3.5279539e-02 -3.3638822e+00 1.5558271e-09 2.1354242e-07 -1.1052074e-08
2456 8.9874397e+01 2.7739436e+00 3.5244718e-02 -3.3403889e+00 1.5548014e-09 2.1432472e-07 -1.1262015e-08
2457 8.9610089e+01 2.7750223e+00 3.5209931e-02 -3.3175428e+00 1.5537765e-09 2.1510657e-07 -1.1469650e-08
2458 8.9345797e+01 2.7762369e+00 3.5175112e-02 -3.2953485e+00 1.5527530e-09 2.1588793e-07 -1.1674976e-08
2459 8.9081372e+01 2.7775850e+00 3.5140328e-02 -3.2738072e+00 1.5517303e-09 2.1666867e-07 -1.1877985e-08
2460 8.8817323e+01 2.7790610e+00 3.5105513e-02 -3.2529199e+00 1.5507091e-09 2.1744873e-07 -1.2078672e-08
2461 8.8553347e+01 2.7806625e+00 3.5070734e-02 -3.2326889e+00 1.5496890e-09 2.1822796e-07 -1.2277029e-08
2462 8.8289474e+01 2.7823838e+00 3.5035926e-02 -3.2131166e+00 1.5486696e-09 2.1900622e-07 -1.2473047e-08
2463 8.8026044e+01 2.7842209e+00 3.5001157e-02 -3.1942017e+00 1.5476517e-09 2.1978351e-07 -1.2666726e-08
2464 8.7762762e+01 2.7861713e+00 3.4966359e-02 -3.1759464e+00 1.5466346e-09 2.2055961e-07 -1.2858053e-08
2465 8.7499814e+01 2.7882294e+00 3.4931602e-02 -3.1583506e+00 1.5456189e-09 2.2133450e-07 -1.3047024e-08
2466 8.7237225e+01 2.7903912e+00 3.4896818e-02 -3.1414145e+00 1.5446043e-09 2.2210806e-07 -1.3233635e-08
2467 8.6975009e+01 2.7926524e+00 3.4862075e-02 -3.1251379e+00 1.5435904e-09 2.2288012e-07 -1.3417874e-08
2468 8.6713354e+01 2.7950107e+00 3.4827308e-02 -3.1095204e+00 1.5425781e-09 2.2365064e-07 -1.3599738e-08
2469 8.6452121e+01 2.7974587e+00 3.4792583e-02 -3.0945616e+00 1.5415668e-09 2.2441953e-07 -1.3779222e-08
2470 8.6191340e+01 2.7999957e+00 3.4757836e-02 -3.0802608e+00 1.5405562e-09 2.2518660e-07 -1.3956314e-08
2471 8.5931182e+01 2.8026143e+00 3.4723133e-02 -3.0666157e+00 1.5395471e-09 2.2595182e-07 -1.4131012e-08
2472 8.5671677e+01 2.8053121e+00 3.4688408e-02 -3.0536253e+00 1.5385387e-09 2.2671503e-07 -1.4303306e-08
2473 8.5412684e+01 2.8080850e+00 3.4653730e-02 -3.0412886e+00 1.5375318e-09 2.2747621e-07 -1.4473196e-08
2474 8.5154393e+01 2.8109273e+00 3.4619031e-02 -3.0296026e+00 1.5365259e-09 2.2823518e-07 -1.4640668e-08
2475 8.4896812e+01 2.8138366e+00 3.4584381e-02 -3.0185675e+00 1.5355208e-09 2.2899182e-07 -1.4805718e-08
2476 8.4639974e+01 2.8168087e+00 3.4549712e-02 -3.0081786e+00 1.5345172e-09 2.2974611e-07 -1.4968342e-08
2477 8.4383888e+01 2.8198381e+00 3.4515093e-02 -2.9984327e+00 1.5335146e-09 2.3049788e-07 -1.5128531e-08
2478 8.4128742e+01 2.8229208e+00 3.4480457e-02 -2.9893279e+00 1.5325127e-09 2.3124700e-07 -1.5286276e-08
2479 8.3874393e+01 2.8260542e+00 3.4445872e-02 -2.9808591e+00 1.5315123e-09 2.3199346e-07 -1.5441577e-08
2480 8.3620873e+01 2.8292328e+00 3.4411272e-02 -2.9730258e+00 1.5305129e-09 2.3273708e-07 -1.5594422e-08
2481 8.3368343e+01 2.8324540e+00 3.4376726e-02 -2.9658194e+00 1.5295143e-09 2.3347774e-07 -1.5744804e-08
2482 8.3116837e+01 2.8357123e+00 3.4342165e-02 -2.9592405e+00 1.5285171e-09 2.3421542e-07 -1.5892722e-08
2483 8.2866208e+01 2.8390052e+00 3.4307659e-02 -2.9532836e+00 1.5275206e-09 2.3494990e-07 -1.6038163e-08
2484 8.2616646e+01 2.8423273e+00 3.4273142e-02 -2.9479428e+00 1.5265256e-09 2.3568118e-07 -1.6181124e-08
2485 8.2368146e+01 2.8456745e+00 3.4238681e-02 -2.9432153e+00 1.5255316e-09 2.3640913e-07 -1.6321601e-08
2486 8.2120903e+01 2.8490445e+00 3.4204209e-02 -2.9390950e+00 1.5245383e-09 2.3713357e-07 -1.6459580e-08
2487 8.1874609e+01 2.8524301e+00 3.4169796e-02 -2.9355773e+00 1.5235464e-09 2.3785448e-07 -1.6595061e-08
2488 8.1629615e+01 2.8558306e+00 3.4135374e-02 -2.9326590e+00 1.5225557e-09 2.3857176e-07 -1.6728037e-08
2489 8.1385608e+01 2.8592405e+00 3.4101012e-02 -2.9303320e+00 1.5215656e-09 2.3928521e-07 -1.6858496e-08
2490 8.1142929e+01 2.8626543e+00 3.4066642e-02 -2.9285913e+00 1.5205769e-09 2.3999481e-07 -1.6986436e-08
2491 8.0901576e+01 2.8660713e+00 3.4032334e-02 -2.9274319e+00 1.5195893e-09 2.4070046e-07 -1.7111852e-08
2492 8.0661434e+01 2.8694860e+00 3.3998021e-02 -2.9268468e+00 1.5186024e-09 2.4140197e-07 -1.7234732e-08
2493 8.0422504e+01 2.8728946e+00 3.3963771e-02 -2.9268309e+00 1.5176169e-09 2.4209931e-07 -1.7355073e-08
2494 8.0185047e+01 2.8762947e+00 3.3929517e-02 -2.9273754e+00 1.5166325e-09 2.4279239e-07 -1.7472871e-08
2495 7.9948843e+01 2.8796796e+00 3.3895328e-02 -2.9284749e+00 1.5156487e-09 2.4348101e-07 -1.7588111e-08
2496 7.9714129e+01 2.8830486e+00 3.3861136e-02 -2.9301236e+00 1.5146664e-09 2.4416515e-07 -1.7700795e-08
2497 7.9480730e+01 2.8863961e+00 3.3827012e-02 -2.9323126e+00 1.5136847e-09 2.4484465e-07 -1.7810910e-08
2498 7.9248866e+01 2.8897202e+00 3.3792886e-02 -2.9350361e+00 1.5127045e-09 2.4551949e-07 -1.7918458e-08
2499 7.9018362e+01 2.8930141e+00 3.3758828e-02 -2.9382864e+00 1.5117253e-09 2.4618948e-07 -1.8023424e-08
2500 7.8789437e+01 2.8962771e+00 3.3724771e-02 -2.9420559e+00 1.5107468e-09 2.4685451e-07 -1.8125803e-08
2501 7.8561929e+01 2.8995040e+00 3.3690785e-02 -2.9463369e+00 1.5097697e-09 2.4751457e-07 -1.8225596e-08
2502 7.8336042e+01 2.9026914e+00 3.3656800e-02 -2.9511216e+00 1.5087936e-09 2.4816951e-07 -1.8322801e-08
2503 7.8111614e+01 2.9058354e+00 3.3622886e-02 -2.9564034e+00 1.5078182e-09 2.4881927e-07 -1.8417425e-08
2504 7.7888846e+01 2.9089341e+00 3.3588976e-02 -2.9621728e+00 1.5068442e-09 2.4946387e-07 -1.8509479e-08
2505 7.7667591e+01 2.9119839e+00 3.3555140e-02 -2.9684203e+00 1.5058713e-09 2.5010316e-07 -1.8598965e-08
2506 7.7448021e+01 2.9149798e+00 3.3521308e-02 -2.9751408e+00 1.5048990e-09 2.5073709e-07 -1.8685887e-08
2507 7.7230016e+01 2.9179198e+00 3.3487551e-02 -2.9823213e+00 1.5039281e-09 2.5136567e-07 -1.8770260e-08
2508 7.7013749e+01 2.9208020e+00 3.3453800e-02 -2.9899565e+00 1.5029582e-09 2.5198877e-07 -1.8852082e-08
2509 7.6799052e+01 2.9236214e+00 3.3420126e-02 -2.9980366e+00 1.5019891e-09 2.5260632e-07 -1.8931360e-08
2510 7.6586144e+01 2.9263746e+00 3.3386459e-02 -3.0065514e+00 1.5010213e-09 2.5321832e-07 -1.9008104e-08
2511 7.6374854e+01 2.9290614e+00 3.3352871e-02 -3.0154940e+00 1.5000545e-09 2.5382471e-07 -1.9082321e-08
2512 7.6165387e+01 2.9316753e+00 3.3319291e-02 -3.0248526e+00 1.4990884e-09 2.5442534e-07 -1.9154011e-08
2513 7.5957542e+01 2.9342146e+00 3.3285790e-02 -3.0346200e+00 1.4981236e-09 2.5502024e-07 -1.9223186e-08
2514 7.5751550e+01 2.9366776e+00 3.3252300e-02 -3.0447860e+00 1.4971599e-09 2.5560934e-07 -1.9289852e-08
2515 7.5547242e+01 2.9390609e+00 3.3218890e-02 -3.0553403e+00 1.4961969e-09 2.5619250e-07 -1.9354010e-08
2516 7.5344787e+01 2.9413600e+00 3.3185492e-02 -3.0662739e+00 1.4952352e-09 2.5676974e-07 -1.9415672e-08
2517 7.5144030e+01 2.9435733e+00 3.3152176e-02 -3.0775778e+00 1.4942746e-09 2.5734101e-07 -1.9474844e-08
2518 7.4945156e+01 2.9456990e+00 3.3118873e-02 -3.0892416e+00 1.4933146e-09 2.5790615e-07 -1.9531526e-08
2519 7.4748006e+01 2.9477340e+00 3.3085653e-02 -3.1012547e+00 1.4923560e-09 2.5846520e-07 -1.9585732e-08
2520 7.4552766e+01 2.9496740e+00 3.3052447e-02 -3.1136080e+00 1.4913984e-09 2.5901809e-07 -1.9637466e-08
2521 7.4359260e+01 2.9515188e+00 3.3019326e-02 -3.1262908e+00 1.4904414e-09 2.5956467e-07 -1.9686729e-08
2522 7.4167689e+01 2.9532655e+00 3.2986220e-02 -3.1392940e+00 1.4894858e-09 2.6010497e-07 -1.9733534e-08
2523 7.3977863e+01 2.9549126e+00 3.2953200e-02 -3.1526053e+00 1.4885313e-09 2.6063893e-07 -1.9777887e-08
2524 7.3789979e+01 2.9564558e+00 3.2920196e-02 -3.1662155e+00 1.4875777e-09 2.6116643e-07 -1.9819789e-08
2525 7.3603877e+01 2.9578937e+00 3.2887280e-02 -3.1801138e+00 1.4866248e-09 2.6168741e-07 -1.9859248e-08
2526 7.3419723e+01 2.9592235e+00 3.2854380e-02 -3.1942894e+00 1.4856732e-09 2.6220190e-07 -1.9896275e-08
2527 7.3237342e+01 2.9604454e+00 3.2821570e-02 -3.2087329e+00 1.4847227e-09 2.6270974e-07 -1.9930871e-08
2528 7.3056943e+01 2.9615552e+00 3.2788777e-02 -3.2234334e+00 1.4837727e-09 2.6321089e-07 -1.9963042e-08
2529 7.2878322e+01 2.9625515e+00 3.2756074e-02 -3.2383786e+00 1.4828242e-09 2.6370535e-07 -1.9992801e-08
2530 7.2701672e+01 2.9634334e+00 3.2723390e-02 -3.2535605e+00 1.4818766e-09 2.6419300e-07 -2.0020147e-08
2531 7.2526815e+01 2.9641981e+00 3.2690797e-02 -3.2689666e+00 1.4809297e-09 2.6467375e-07 -2.0045086e-08
2532 7.2353932e+01 2.9648431e+00 3.2658224e-02 -3.2845862e+00 1.4799841e-09 2.6514765e-07 -2.0067633e-08
2533 7.2182842e+01 2.9653673e+00 3.2625743e-02 -3.3004098e+00 1.4790395e-09 2.6561455e-07 -2.0087785e-08
2534 7.2013741e+01 2.9657697e+00 3.2593282e-02 -3.3164247e+00 1.4780956e-09 2.6607437e-07 -2.0105550e-08
2535 7.1846417e+01 2.9660464e+00 3.2560915e-02 -3.3326232e+00 1.4771530e-09 2.6652716e-07 -2.0120940e-08
2536 7.1681065e+01 2.9661980e+00 3.2528569e-02 -3.3489912e+00 1.4762114e-09 2.6697275e-07 -2.0133955e-08
2537 7.1517518e+01 2.9662220e+00 3.2496317e-02 -3.3655208e+00 1.4752708e-09 2.6741116e-07 -2.0144606e-08
2538 7.1355924e+01 2.9661162e+00 3.2464087e-02 -3.3821994e+00 1.4743308e-09 2.6784223e-07 -2.0152891e-08
2539 7.1196116e+01 2.9658811e+00 3.2431952e-02 -3.3990177e+00 1.4733921e-09 2.6826598e-07 -2.0158825e-08
2540 7.1038272e+01 2.9655131e+00 3.2399840e-02 -3.4159632e+00 1.4724544e-09 2.6868236e-07 -2.0162414e-08
2541 7.0882206e+01 2.9650144e+00 3.2367823e-02 -3.4330264e+00 1.4715174e-09 2.6909122e-07 -2.0163656e-08
2542 7.0728083e+01 2.9643798e+00 3.2335831e-02 -3.4501965e+00 1.4705817e-09 2.6949259e-07 -2.0162565e-08
2543 7.0575746e+01 2.9636131e+00 3.2303934e-02 -3.4674626e+00 1.4696469e-09 2.6988640e-07 -2.0159148e-08
2544 7.0425342e+01 2.9627092e+00 3.2272062e-02 -3.4848137e+00 1.4687128e-09 2.7027250e-07 -2.0153403e-08
2545 7.0276687e+01 2.9616705e+00 3.2240287e-02 -3.5022391e+00 1.4677800e-09 2.7065093e-07 -2.0145344e-08
2546 7.0129970e+01 2.9604935e+00 3.2208537e-02 -3.5197279e+00 1.4668482e-09 2.7102162e-07 -2.0134978e-08
2547 6.9984990e+01 2.9591791e+00 3.2176885e-02 -3.5372708e+00 1.4659173e-09 2.7138446e-07 -2.0122305e-08
2548 6.9841909e+01 2.9577255e+00 3.2145258e-02 -3.5548569e+00 1.4649871e-09 2.7173937e-07 -2.0107332e-08
2549 6.9700554e+01 2.9561322e+00 3.2113729e-02 -3.5724741e+00 1.4640582e-09 2.7208640e-07 -2.0090072e-08
2550 6.9561084e+01 2.9543988e+00 3.2082226e-02 -3.5901131e+00 1.4631302e-09 2.7242539e-07 -2.0070524e-08
2551 6.9423311e+01 2.9525236e+00 3.2050822e-02 -3.6077648e+00 1.4622029e-09 2.7275628e-07 -2.0048698e-08
2552 6.9287409e+01 2.9505063e+00 3.2019444e-02 -3.6254156e+00 1.4612769e-09 2.7307916e-07 -2.0024616e-08
2553 6.9153175e+01 2.9483466e+00 3.1988166e-02 -3.6430593e+00 1.4603518e-09 2.7339392e-07 -1.9998291e-08
2554 6.9020783e+01 2.9460442e+00 3.1956914e-02 -3.6606823e+00 1.4594274e-09 2.7370055e-07 -1.9969743e-08
2555 6.8890043e+01 2.9435976e+00 3.1925762e-02 -3.6782758e+00 1.4585043e-09 2.7399914e-07 -1.9938996e-08
2556 6.8761098e+01 2.9410094e+00 3.1894637e-02 -3.6958306e+00 1.4575821e-09 2.7428959e-07 -1.9906064e-08
2557 6.8633801e+01 2.9382766e+00 3.1863612e-02 -3.7133364e+00 1.4566609e-09 2.7457194e-07 -1.9870969e-08
2558 6.8508268e+01 2.9354006e+00 3.1832615e-02 -3.7307814e+00 1.4557402e-09 2.7484610e-07 -1.9833725e-08
2559 6.8384334e+01 2.9323814e+00 3.1801717e-02 -3.7481596e+00 1.4548209e-09 2.7511216e-07 -1.9794356e-08
2560 6.8262172e+01 2.9292175e+00 3.1770848e-02 -3.7654580e+00 1.4539026e-09 2.7537010e-07 -1.9752883e-08
2561 6.8141546e+01 2.9259104e+00 3.1740078e-02 -3.7826677e+00 1.4529851e-09 2.7561986e-07 -1.9709320e-08
2562 6.8022658e+01 2.9224589e+00 3.1709337e-02 -3.7997816e+00 1.4520683e-09 2.7586141e-07 -1.9663685e-08
2563 6.7905285e+01 2.9188644e+00 3.1678696e-02 -3.8167867e+00 1.4511528e-09 2.7609487e-07 -1.9616005e-08
2564 6.7789600e+01 2.9151257e+00 3.1648083e-02 -3.8336760e+00 1.4502383e-09 2.7632010e-07 -1.9566292e-08
2565 6.7675392e+01 2.9112430e+00 3.1617571e-02 -3.8504395e+00 1.4493243e-09 2.7653712e-07 -1.9514565e-08
2566 6.7562835e+01 2.9072180e+00 3.1587087e-02 -3.8670675e+00 1.4484116e-09 2.7674600e-07 -1.9460850e-08
2567 6.7451732e+01 2.9030495e+00 3.1556704e-02 -3.8835517e+00 1.4474999e-09 2.7694665e-07 -1.9405159e-08
2568 6.7342240e+01 2.8987407e+00 3.1526349e-02 -3.8998836e+00 1.4465891e-09 2.7713911e-07 -1.9347516e-08
2569 6.7234162e+01 2.8942891e+00 3.1496095e-02 -3.9160550e+00 1.4456789e-09 2.7732329e-07 -1.9287933e-08
2570 6.7127644e+01 2.8896979e+00 3.1465869e-02 -3.9320566e+00 1.4447700e-09 2.7749926e-07 -1.9226436e-08
2571 6.7022513e+01 2.8849674e+00 3.1435743e-02 -3.9478802e+00 1.4438620e-09 2.7766703e-07 -1.9163044e-08
2572 6.6918901e+01 2.8800969e+00 3.1405646e-02 -3.9635178e+00 1.4429550e-09 2.7782652e-07 -1.9097772e-08
2573 6.6816621e+01 2.8750895e+00 3.1375649e-02 -3.9789601e+00 1.4420485e-09 2.7797772e-07 -1.9030639e-08
2574 6.6715846e+01 2.8699457e+00 3.1345680e-02 -3.9942009e+00 1.4411433e-09 2.7812072e-07 -1.8961670e-08
2575 6.6616334e+01 2.8646647e+00 3.1315812e-02 -4.0092308e+00 1.4402391e-09 2.7825541e-07 -1.8890879e-08
2576 6.6518285e+01 2.8592501e+00 3.1285971e-02 -4.0240423e+00 1.4393355e-09 2.7838179e-07 -1.8818283e-08
2577 6.6421456e+01 2.8536994e+00 3.1256231e-02 -4.0386278e+00 1.4384331e-09 2.7849994e-07 -1.8743909e-08
2578 6.6326033e+01 2.8480164e+00 3.1226517e-02 -4.0529785e+00 1.4375316e-09 2.7860976e-07 -1.8667769e-08
2579 6.6231800e+01 2.8422015e+00 3.1196905e-02 -4.0670885e+00 1.4366311e-09 2.7871131e-07 -1.8589888e-08
2580 6.6138916e+01 2.8362555e+00 3.1167319e-02 -4.0809503e+00 1.4357312e-09 2.7880448e-07 -1.8510276e-08
2581 6.6047164e+01 2.8301793e+00 3.1137833e-02 -4.0945554e+00 1.4348325e-09 2.7888935e-07 -1.8428960e-08
